tweet_id,sentiment,content
1961481315,fear,@michaelmphysics YES. i am thinking of staying in the office until it's slightly less RIDICULOUSLY HOT
1961481653,sad,"@tommcfly Tom , today my school played POV at the break , and I almost cryed !  your show in sao paulo is today ! I wish i could be there!"
1961481724,neutral,It's Friday... But its only Friday morning. Ugh.
1961482073,angry,has a VERY arduous task to accomplish at work...stuff that should have already been done &amp; as usual it hasn't. Not because of me either.
1961482097,neutral,Just found out - http://tinyurl.com/qlrcec - the fucking frenchies have set a precedent
1961482249,surprise,@RachelSexton FRUITY PEBBLES?! What? Over Lucky Charms
1961482391,neutral,also. proof number #2923848932 that I have no life - I have an imaginary boyfriend named Vince. It's sad that my friends encourage me so.
1961482408,sad,oh i just check my stock port. My marketing was unable to buy me TICON at best price
1961483427,angry,"@ZomberellaMcFox if I do that, I'll have no pc"
1961483428,fear,ive burned like a ginger kid in the sun. now my arms are red
1961483511,fear,"Happy Birthday to meeeee!! Excited to go out tonight, but I'm gonna miss my girl"
1961483521,sad,"@cameronmarion me too  no one even liked my answers to life last night, pshh"
1961483948,surprise,@officialTila cant believe tila tequila was in ct and i didnt know... so upset
1961484023,happy,Getting one of our field vehicles cleaned. Looks like our action hero governor wants to give me another furlough day. How nice of him
1961484110,fear,my twitter says it needs a break  i'll be back in a bit (capacity??)
1961484517,sad,@JHall510 I'm good just bored at work
1961484906,fear,back to work tomoo  day 1 of 5 it will bee.
1961484917,angry,having a reli gd holiday .. buh now have to revise  x
1961485460,sad,"Oh PW, you done me wrong. The signing time in ur children's article are all wrong...and no Neil Gaiman?! You tease me.  #bea"
1961485624,fear,Feeling so low and depressed that I'm not on holiday
1961485745,fear,"@IzzyJ_Is_Here haha yeah i hate seeing him in pain so i do what I can.. and I send hugs to you too, hun! I hate seeing that youre unhappy"
1961485797,angry,@Karmina13 what's up? what happened? DM me if you need to. TXT on my phone is defunk'd
1961486491,fear,@lets_eat_out
1961486575,neutral,@TheFeed Your STFU E3 list link is broke
1961487029,sad,"Jeff can't get his visa in time to come visit me!    I'm so sad.  In other news, I'm going to Lapa tonight to samba the night away."
1961487135,sad,sooo tired of this cubicle
1961487250,fear,@redhalo_pax Oh man... I'm so sorry to hear that. I hope everything works out
1961487397,sad,laying in bed listening to opticon. i miss joe veneck
1961487601,fear,going to check and make sure no more fishies are dead. poor fishies
1961487855,sad,"when i cheered,i yelled SHAKE THESE at the end of a chant and did the suck it &quot;X&quot; and got suspended &amp; had to give a public apology,lol"
1961487941,neutral,"@DamienEstreich Brought back memories mentioning the mixer~of being pushed into Angels desk,with full glass of beer,not my fault,desk F'd"
1961489263,happy,"Blah. So i registered to coach this summer and eh the tourney starts July 6th. My vacation 7/15-28th. Fk my life, haha"
1961489344,happy,i am leaving soon for Kansas City to take some of my stuff. Only 8 days of living in Carthage left.
1961489372,angry,"Hello!Im back andIm drunk,  and as much asI love my friends,I hate how they unintentionally make me feel inadequate.Ineedhelp"
1961489635,surprise,@Mcfreak_ oh i read that
1961489642,fear,@Jayde_Nicole I have to close my eyes when I watch it
1961489793,fear,not eating lunch with my wife like I wanted to
1961489912,sad,@redhalo_pax goddamn   that fucking sucks *hugs*
1961490023,sad,Will miss my baby for 2 days
1961490124,neutral,Geocaching.com seems to have a huge delay delivering Pocket Queries
1961490229,neutral,"@kreativemess ah yes, I know that feeling"
1961490310,surprise,@RoxxiNikki It's a lie just like the restaraunt named &quot;Garfields&quot;... he is nowhere to be found
1961490480,happy,@raczilla nice beta for easports still no news on the online for madden
1961490616,neutral,"YAWN! Ow, caught a cramp  maybe I should take a nap"
1961490673,fear,@marcdavies That sucks man  I hope you have a problem-free weekend.
1961490824,fear,I am doing the  FF wrong!
1961491479,fear,I'm not ready for my baby to be 3 tomorrow  she is growing so fast....
1961491664,neutral,Getting ready for the theatre but I don't seem to like any of my clothes at the moment  I Might just wear what I've been wearing all day..
1961491821,neutral,Anyone know what to do when your pc keeps restarting itself?
1961491871,angry,Jealousy makes u into a different person ... I freakin hate being this way  gotta suck it up I guess
1961491949,neutral,"I actually participated in lit today :p Also, it better not rain"
1961491975,sad,"I'm so tired idk what 2 do...and I have 2 much 2 do ...church 2 nite, gotta write sermon, wash &amp; flat iron hair, eat! so so much 2 do"
1961492130,neutral,the food in the oven is still frozen. seems I have to advance the clock from flashing 12:00 to make the oven work
1961492297,sad,at wk wishin I was at Annies grad ceremony but coodnt becuz of sumthin I dnt care to mention... sooo sad
1961492979,fear,Not looking forward to this long trip in the morning. I'm sick
1961493464,happy,Just recollecting my jog this a.m. - almost perfect except unkown type hanging out by my vehicle.  Too much mental noise- only 6 mile jog
1961493778,fear,I just saw 22nd of June and it make me think of Jenny  I miss her so much  ...
1961493805,happy,@kellychiello i know  but the weather's clearing and suppose to be nice sat and sun
1961494053,fear,@jamie_oliver ohhhhh i was busy and didn't see this again...
1961494633,neutral,"@nuno_salvaterra Argh. Totally right, escapou-me"
1961494756,happy,Yesterday and today was my weekend....back to work 2moro!
1961494863,sad,It looks like the office TV DOES get MLB Network... and it looks like MLBN will NOT be televising the DET/BAL game today  #wieters
1961495657,neutral,why am i so tired?
1961495902,surprise,and because I wasn't having a bad enough time last night my body decided it wanted to be sick
1961496614,surprise,"@BiGVixXen Like double posting on twitter?  ;)  lol.  Not me, I don't take anything."
1961497275,fear,@AmyMonzon LOL freakinggg I worse a lookse shirt and shorts and sandals and it looks like its gonna rain outside  boo yahoo wearther
1961497435,fear,@michellej They don't let the queer boys donate blood.
1961497655,neutral,Safari 4 beta (OS X) is in a crash loop on startup. Back to non- cookie saving Firefox.
1961498197,sad,"Had drums, but they where made up of other peoples sets, so, had to give them all back"
1961498975,happy,@marebear521 its open now??? Its so good!!! But didn't agree w/me
1961499106,fear,@jeremy6d ditching out again?  you will be missed. I wish my ruby boys would represent.
1961499203,neutral,5 and a half more hours of work  I wish I had something to do..
1961499417,happy,"@christa42 you mean the post concert blues ;) *lol*  Well, I soooo know what you mean ..."
1961500898,sad,its freezing cold! i cant function right in this type of weather. starving to the max
1961501072,sad,Legs are hurting because I was standing up all day.
1961501082,fear,"wants to set up a coffee shop, but he has no money to do it"
1961501119,neutral,Ok I might be a lil slow what does &quot;FF#&quot; mean?!  http://myloc.me/1Zx6
1961501155,surprise,"@tommcfly I'm running out of things to say, and I'm starting to think you'll hate me for flooding your inbox with &quot;Philippines tour?&quot;"
1961501586,happy,LIVE NOW  LIVE! )  DJ JAYEM B2B E.S.R  Click : http://www.krisisdnb.com/listen.asx
1961501807,angry,"@wmdev Every time I succeed with a code, I get &quot;We're Sorry. Your Credit Card Has Been Declined at this time.&quot;"
1961501921,neutral,@lettucegirl I love to! But I'm only available from 5pm.  and where dear? Would love to help @maecy convert her vids.ï¿½
1961502000,neutral,@jun6lee Ghunghte Mein Chanda Hai Phir Bhi Hai Phela Chaaron Aur Ujala i love that songggggg ps  i got lost in morrisons
1961502146,surprise,@kingstonpaul Damn! I wish I were going! Found out too late to get wranglers for my kids and @bobalert.  I miss #mountainjam every year!
1961502314,surprise,"@30SECONDSTOMARS ohoh i missed all ur tweets  im gonna have to stay awake all night to see the announcement now, damn time difference"
1961502333,happy,Just found out my baby cousin is gonna be a dad!!!! At least he's married already. Everybody is getting married and having kids before me
1961502646,disgust,Had the hottest and stressiest day at work  f the area manager. So happy to be going home!
1961503128,fear,tweeting from ally court for the last time.... its a sad sad moment
1961503481,disgust,@Devotfeige man that sucks.
1961503862,fear,"@CcoK99 I cant take any chances on them being sold out, when they were in ATX  I waited to long."
1961504617,happy,Sick  Right now very thankful for my chicken soup and my bed!
1961504661,happy,had a great time at six flags yesterday.. its summer   my friend spent the night last night and just left so now i'm bored..
1961504704,fear,@gjo26 why am I weird?
1961505049,surprise,@jasminepotts hahahaa i was sitting outside from 2-4 and then came in for a bit haha was out a while ago but dads cutting the grass now
1961505615,neutral,The portuguese national library could use it also. Right now they seem to be stuck somewhere circa 1995. Example http://u.nu/7y68
1961505874,happy,Nobody ever @mandagh' s   makes me sad
1961506203,fear,"Just came back from watching Terminator Salvation @ Cathay. It's so-so only, not so much action  but I feel sorry for Marcus though."
1961506354,neutral,"Dilemma, what to wear: Now: SanFran Foggy and 58 , then Sacramento in cple hrs sun and 86 degr ."
1961506495,sad,I gave my brother a hug good-bye.. as he took a load of furniture away from the house. He took the mattress I like
1961515560,fear,scratchy scratchy throat. warm fluids needed
1961516304,fear,"fact is i am a bad cook, those ships weren't cooked, and neither is this chicken"
1961516879,disgust,@danipoynterjudd  its awful. Xxxx
1961516889,fear,At work but punchy due to two early morning pager events.
1961516915,fear,I saw the sun..... but then I blink and it was gone
1961517040,fear,@laurenvdw ahh when i was there it was closed
1961517108,neutral,@Thecookieninja if mom gets paid...
1961517164,fear,My cankle is sore.
1961517510,fear,About to take meds I take that percentage back... feeling worse
1961517732,sad,"@Rumpelwald : ne, muss noch 2 Woche warten"
1961517826,neutral,@Jeanise  I was going to say let's go to lunch...
1961518030,neutral,@DeezDimplez LOL! That sucks
1961519131,sad,@saynerd01 @ericajo42   GRR! my stupid meebo is disconnecting me every 5 seconds
1961519382,sad,Super pumped to do the &quot;Relay for Life&quot; tonite. I am walking in honor of my sweet Grandpa '06 and my Uncle Howard who past just yesterday
1961519659,fear,"'s throat is killing her... and she's whining, great."
1961519878,fear,editting crap on here in school is a drag. i give up lol ill do it at home. i wanna go home T-T my vida is so boring right now
1961520146,sad,"I miss the old... HA, HA. I can't tell that person's name."
1961520431,fear,@theHUBnyc there is no sale in Botega...
1961520633,surprise,"thanks iPhone, you kept me up till 1 am. Asshole."
1961521379,neutral,Really wishes he had some spare cash to buy the new Punch Out for Wii
1961521423,surprise,wow we r watching the outsiders  smelly english.
1961521707,neutral,Can't even tell you how much this hair dresser is pissssssing me off she has no clue wtf I'm asking her to do..so I'm expecting the worst
1961521978,neutral,@notoriousflirt Yeah.
1961522142,neutral,ehhh.scratch laying out.no sun  going out to lunchhhhh.
1961522147,fear,"the neighborhood gas station is gone, kaput, out of business. No more convenient trips for ice or whatevs. over 3 miles now to travel.."
1961522391,fear,@purpleshoe Ahh! normally I would jump at that but i'm manning the office solo today
1961522521,sad,i'm freezing in math class!
1961522537,happy,"turns 26 on june 22. no more a youth   shelton for my bday is going to snag me a piece of mancandy. miss u everyday, my hot chocolate &lt;3."
1961522579,fear,Last day I'm LA. I am so so sad
1961522595,happy,i really wanna play....
1961522735,neutral,@AmbroseChick yeah they got qualifyin in.  This whole race is tape delayed
1961522940,sad,Gah! Buddy K is a must hang with person right now I miss him.  Along with Parker and McPhee.
1961523176,neutral,"yeah one burrito did not taste like the other, there was no avocado ranch sauce"
1961523185,sad,I have a feeling today is going to be very boring ! Work @ 3  till 9:30
1961524501,fear,"Going home  but when i get home , BLACK BERRY ! WOO HOO  . . . and get to see presten ! &lt;3"
1961524549,happy,"Going home  but when i get home , BLACK BERRY ! WOO HOO  . . . and get to see presten ! &lt;3"
1961524878,sad,Been working on my freakin' computer trying to save stuff on a harddrive and it seems I failed miserably.
1961524962,disgust,oh i hate friday evening.
1961525054,sad,"Kerry threw a ball at Anand; it bounced off his head, landed on my lunch and it exploded everywhere."
1961525180,sad,taking care of sick children
1961525216,fear,getting my hair cut todayyyy! i'm nerrrvous
1961525469,neutral,@Stephaniemusic love u!! and love mr. player! come visit me  i miss u girls
1961526416,disgust,"@KatieJaneWatson Oh, I forget things you see. Ahah. I hated that! It creeped me out."
1961526696,fear,@FunkeyGurlNo1 I'm going to work.... bummer
1961526739,happy,@kamarichelsea You gave me the inspiration for my last update.
1961527563,sad,I have tummy ache.  Probably not helped by eating /that/ many tic tacs.
1961528240,fear,"http://twitpic.com/66uor - went on a really long cycle ride with my mum, brothers and my BFF Han today. My bum aches now!!"
1961528337,sad,@msignorile  Weather sucks up here
1961528406,neutral,@KayPriceless u wack put a swimsuit on and regular pants at least
1961528533,fear,Feels very ucky today... I need more DEFENSE Vitamin Water because I don't want to be sick no mores
1961528553,happy,"Oh noesss seniors last day  However, tickling will till he was on the floor giggling made it totally worth it. Plus, a senior sandwhich!"
1961528716,happy,"@markfriend I asked mum bout going out tommorow, she laughed in my face lmao"
1961529048,fear,Ugh I can't breathe right today
1961529085,neutral,thinking of you   why we canï¿½t control our thoughts?
1961529336,sad,back to work
1961529474,fear,On my way to Ft. Knox   http://myloc.me/1Zyg
1961529608,surprise,@sparklej man i cant go on sunday cause im helping out all day at the piano recital. this sucks
1961529793,fear,wow the last hour of twittering that I've been doing has yet to be sent over to twitter..  guys bare w me...
1961530484,sad,Got my hair cut. Great.  stupid gum.
1961530579,sad,my computer at work is not working...booo... need a new one!  TGIF!
1961530738,fear,Is asking that everyone please join me in praying for my mom she just got home from the ER and has to go see a heart doctor
1961531390,surprise,@Ceadda say it isn't so!
1961531406,surprise,@tinchystryder .. Eh .. have u never heard of Belfast..? Where like EVERYONE loves you!?!
1961531430,fear,"@MerewichDaBitch I've been unlocked for decades now...just not lucky, never have been.  Gottta make my own luck and that involves $$$$$"
1961531456,neutral,@XChadballX mmm nandos is good (y) and topshop rules i am actually devastated that i cant come to to london show &quot;m8&quot; bailed out
1961531475,sad,Regrettin some of the decisions I made
1961531629,fear,@courtney_mejer I couldn't remember what all the different cords meant. I lost half of them leaving the graduation anyway.
1961532216,surprise,thinks revising in the garden from 8 this morning without sunscreen isnt the best idea ive had  oucccccccch
1961532649,happy,"I'm in a pub garden,  its boiling,  hannah no likey,"
1961532770,neutral,@webchickbot The portuguese national library could use it also. Right now they seem to be in a ca. 1995 web. Example http://u.nu/7y68
1961533003,sad,@jessner12 you suck majorly  i'm swamped...so why am I on twitter...I don't know...but still  a golf tournament?
1961533004,sad,@BrentO She! Maybe that was our first mistake.  Not everyone is as cool as @sqlfool  (brown nose moment)
1961533228,fear,@jp1983 You burned yourself too??? So did @ericpratum! ohh no...  xoxo
1961533541,neutral,I hate my arrival in the employee parking lot!
1961533741,neutral,@TiffanyMMiller Yes i work 6 to 3...
1961534083,surprise,@marginatasnaily the wives aunts 40th
1961534167,neutral,wants to buy really red* lipstick. But I won't wear it that often
1961534432,surprise,No more Mtn. Dew in mini-fridge.
1961534668,happy,http://twitpic.com/66uq4 - hotttt weather! getting blackk before it starts to rain again
1961534679,sad,at work and it sucks big time
1961534707,sad,"Saying goodbye to a good trusted friend today. Goodbye free Sky TV, you were the best friend anyone could have had."
1961535209,neutral,@ work do not feel like bein in dis bitch today
1961535211,fear,@kate38381849 ouuhh dont cry  i feel so sad right now
1961535403,happy,New baby doing well.  I will be attempting to do some more &quot;painting&quot; this weekend.
1961535449,sad,Crappy Day...
1961536131,disgust,@wilstobbart I'm still at work
1961536179,happy,"At work again, when the weather is beautifullll"
1961536340,fear,@WeTheTRAVIS  I was meant to be seeing you lot tonight but tix ran out!!
1961536675,sad,"has the urge to go shopping.hmmm but i've got no money,how?"
1961536902,neutral,Well on a normal day I'd already be done with work...Unfortunately this is not a normal day. Which means I'll be in the office till late.
1961537240,sad,"Well poop, my guitar lesson was canceled today  I'm so sad. I hope his son feels better soon tho."
1961537559,disgust,@NikkiStixx @valentinamia omg you guys will know when I'm getting nasty!!  My head hurts
1961537815,fear,Back at the vet and it isn't good
1961537936,fear,everyone's abandoning the office... I still have 5 hours to go
1961538319,disgust,Waiting in a long line at chick-fil-a
1961538709,fear,@heltershelter we are in line now waiting..if only he knew!!
1961539060,disgust,I need a blankie  this trains an icebox
1961539670,sad,@pilarlovesyou  i love you. don't leave me!
1961539677,fear,"So, ~200 people all on the same Wi-Fi and cell hubs here at @Hardwear means we're kinda off the grid. Each tweet takes like 5 minutes."
1961539858,disgust,Came home after getting ratty in a shop with the staff and a blister on the foot. Meh
1961539894,sad,Shaw guys are over when I want to be sleeping
1961540483,fear,Well poop.  Looks like the office doesn't have the keys.  I don't have the keys.  Neighbors don't have the keys.   Bike rides from now on.
1961540559,fear,"@WedSpace now I know why it didn't work, just not too keen on paying though for a 2ndary social network"
1961541199,happy,Went to get my car inspection sticker got gigantic red R one. Just keep piling it on. I can take it. Don't fear about me. I'll be ok.
1961541251,sad,my tummy hurts
1961541335,fear,just contributed to economic stimulus at Wal Mart - un expected tire replacements
1961541371,fear,@AutismInsights laundry instead of sitting here. that darn laundry keeps mocking me.
1961541448,surprise,@caitdog13 lucky! been beggin for jury duty for years...they dont ever send me notices! just notices for other people to my address!
1961541468,happy,I have a headache...
1961541824,fear,I'm so lost without my laptop. And no break again for me today. Made even worse that the 2 big bosses of skipton showed up today
1961542162,sad,@Hi_Im_Chris and i cant get to mine  keep getting an error
1961542254,fear,Math is amazing and hell at the same time  socialily that is the naiv part is fine.
1961542340,fear,@thomasfiss we miss you
1961542599,happy,wish i can be with her every day
1961542751,happy,ano pa bang aasahan ko sa iyo? you never fail to FAIL me.
1961543272,surprise,@lynstephaniewoo yes! sober HAHAHA tanghaling tapat dude! haha WILD. i don't knowwww  plan plan  before you go to US!
1961543278,neutral,@ gadgetopia need to DM you but you're not following me.   Will send email.
1961543667,disgust,Flip flops are a menace! I've cut one of my feet  Ouchies.
1961543703,happy,weekend!! even though I have work
1961543750,happy,"at the office, trying to solve the mystery of whose blood is that in the  bathroom toilet.... eewwwww"
1961544354,happy,"@tenuousness: aoh is one of the best bands. they played my frosh, i was stoked. i have to work tonight, or else i'd totally be there!"
1961544410,happy,The best I could do for proof of the crack  LOL  http://twitpic.com/66ust
1961544729,sad,Was talking to Vincent  Miss him so baadly.
1961544816,neutral,"@EricVespe i would but he's premiering avatar footage and can't do it then. also, we better hang out."
1961544968,fear,"I think a cat is trapped in my back garden but cant find it. Hopefully its in someone elses garden, dont fancy finding a poorly cat"
1961545117,fear,I don't have enough close contacts on twitter to do follow friday  #followfriday
1961545163,disgust,@redhalo_pax That sucks.
1961545399,sad,Mourning Venus' Third Round Loss....
1961545455,fear,@vanessathomas ugh some stupid teenagers just showed up. My peaceful time is over
1961545768,neutral,grr...everytime he gets a new girlfriend..I'm at the bottom of the totem pole
1961545984,sad,@jonkragel I have been sick for like 5 days now...
1961546085,neutral,"@PartyGurle wow, atleast u only have three weeks...I have two months to go    Are u going away?"
1961546468,fear,@cfieds  i'm sorry to hear that
1961546780,happy,to all members of CF! check your facebook in computer immediately. a sweet video from Gulardi is waiting for you all. made me teary
1961546865,fear,Panera is not being nice to my iPhone
1961546996,disgust,Just here at work........just got out of a meeting with my staff.... I had to be the big bad boss today.
1961547541,fear,@bungandy easy for you to say. you walk away first.  I'm sorry but I'm not ready yet. I haven't finish caring for you.
1961547644,happy,@isuhin O dear. so you're going to be fucking that kiddoe and I'm going to sit there doing..  nothing! awesome  WHERES THE SHOPPING?!&lt;3
1961547789,fear,@blkademic what's the matter?
1961548130,sad,@Cece602 no it's just going to be me we couldn't come up with enough money to get his ticket
1961548488,disgust,why the hell is it raining!! i hate the rain.
1961548926,fear,"I am craving Burrito Boys - Large halibut, with everything on it, no jalepenos, 1 line hot sauce. Can anybody hook me up?"
1961549088,fear,OK guess I need to do actual work now.  How long until 5 pm? Oh no. I may have to ditch early.
1961549356,sad,i failed at cutting and peeling the mangoes  hah. it was weird trying and my father did it like it was nothing.
1961549493,neutral,mymaths time....if only i cud read the mind of a nerd durin the exam
1961550645,neutral,Is almost pacing while waiting for UPS truck with my package from Ichiban Kan -- probably not until 18:00 EST
1961550952,fear,i miss her ..... i hope she comes back
1961551290,sad,isn't lookin 4ward 2 work 2mz.. n if its gna b like 2day-weatherwise- itl b even worse  xo
1961551589,fear,"@cazzac i hope he is ok too. i miss him  and the doc better not be a douchenozzle, ill be one right back!"
1961551625,sad,@joycewaddle like almost above my sholders
1961551645,happy,@Bronte9 Hugs to hubby! I'll probably be in the same place come the 1st of September.
1961551745,sad,@melissajeanine ew.  sorry zach
1961551795,sad,@LindseyNHess I agree 100^%! It's a great day! If only I had a window to see it...
1961552087,neutral,@SheIsAnarchy
1961552173,neutral,"@Noodlez Actually, by the time i get there, the train would have arrived..."
1961552804,neutral,Starting the accounts for this year.
1961552879,fear,"Wow, mosquitoes in the backyard suck.  So does coughing myself half to death in the middle of the night and keeping Cassidy awake too."
1961552966,fear,@l0RENElAiNE I'm not goin have a way out there til b.dix gets off  but we swimming tomorrow !
1961553069,fear,"gonna have to eat something, I feel so horrid.  I need a hug!"
1961553149,sad,"Trip to DC next week canceled.  So, no Artomatic or beer with @genehack."
1961553250,surprise,Akh! I woke up and missed so much of Sayed Hassan's speech
1961553307,neutral,I just got a wiff of pazik fart!
1961553315,surprise,@turhangross Wow! Some person u are!
1961553425,neutral,"weekend with my cuzzo Vivi, I can't stand to have her leave me in 3 weeks"
1961553499,sad,"I'm going on an excursion this week, so I won't be twitting...."
1961553740,neutral,I also have to make space on my computer for the game. I don't meet the minimum requirements for Sims 3 at the moment
1961554177,neutral,needs some snuggle time....  but has to get through the work day first.  Boo.
1961554186,fear,"My back hurts and I'm meant to be going out tonight, poor the Rik"
1961554216,fear,Waiting for nearly an hour at the bank
1961554378,happy,"@foxforcefive Headaches suck, especially stress related ones. I used to get those a lot.  &lt;3"
1961554500,fear,"@hjn119 you can crash, you will just have to drive alone  Besides... I can't crash, I gotta work! LOL ;)"
1961554790,neutral,"@radinov BAH, you'be made me all hungry now"
1961554794,happy,"@evanlyoko Yay! At least I'll get to see you next year! I'm sad, too."
1961554830,happy,"Just got done working with Nate today...got another 100%! Yippee!! He's going on vacation next week, so I have to brave Calc on my own."
1961555085,neutral,Dinner &amp; shower time...then back to revision  5 days left!!!!
1961555224,neutral,"Ok time to study for bus law and ethics, gotta test today"
1961555230,sad,@paulo_one yes it went down smooth! Too bad I have to get back to work though  how are you enjoying your Friday?
1961555277,surprise,Playing hooky from work again so we can go see UP. I hope we get along.
1961555728,fear,"@geekandahalf I'm not donating sweetie, I was at the doctor."
1961556157,sad,"@MouseGoesSqueak ahhhh.same here with Geometry, like i said b4, if i didn't have it, i would be graduated!! so i feel ur pain hun!"
1961556816,fear,snotty nose  poorly chest! this is not good!
1961556939,happy,I wish I had a dog
1961557167,neutral,"@FrankieTheSats comon , answer me  what do you think about my friend drawning? x http://www.twitpic.com/5m7vd"
1961557344,fear,@AFtheAWESOMEone what's wrong?
1961557787,happy,home from taking Nick home - a little lighter in pocket after being flashed by a speed camera
1961557844,sad,I can't comment directly to someone...... and I'm here all alone
1961557954,sad,i hate getting put on steroids. my face
1961558172,happy,@JohnAmussen @amadril @1txsage1957 @Vickie09 #followfriday thank you so much. I'm so behind. Still at about half of what I had.
1961558629,sad,@scavengerlor LoL Clever I'm Extremely Jealous Of The Amount Of Followers You Have  I Only Have 24
1961558960,neutral,@KuhliZzle i cant even call a nigga man  bitches on bogus shit. yah digg?
1961559246,fear,@LisaTalkingTots Oh my goodness!  How AWFUL
1961559259,sad,"@SaschaIllyvich i guess that means you didn't beta-read either of my stories, huh?"
1961563919,sad,We are so sad the beautiful Marisa dresses are leaving today (tear)
1961563985,fear,"@osbug I keep trying but no, I didn't win  Had the right answer though! Trick question!"
1961564364,sad,Refusing to accept that the US holiday is over. Heading to Woodies Longboard  Diner in um ... Hove...
1961564388,sad,"just got back home, shit.. again meeting tmrw,staying at sea view, i even dont my fresh undergarments  tiring, 13 hrs working days"
1961564683,sad,Manchester was wayyyyy to busy!  so warm today also! :'(
1961565375,sad,"i lost friends, when i didnt do anything"
1961565397,fear,@19christopher92 WHAT'S UP MY HOMIEEEEEEEEEEE ???? I MISS YOU LIVE LAST NIGHT  I HOPE YOUR ON TONIGHT . I WILL HIT YOU UP CUTIE
1961565589,sad,Day off with nothing to do
1961565724,sad,bad day
1961567207,fear,@fightingfatigue Got any tips for a mum of a 14 yr old with CFS who can't sleep at night. He falls asleep about 4a.m. till midday or so
1961567327,fear,waiting for @nickyjames to wake up...... hazin a sad
1961567350,sad,Wish I was eating lunch w/ @laddiecatherine and @ophieracine
1961567453,fear,is gutted she isnt going out tonight
1961567776,happy,boo! i can't sleep again  saying hi to random people
1961567809,neutral,Feeling madly sorry for myself... - ï¿½Iï¿½M SECK D= Make me feel better  I should be going to a fashion show... http://tumblr.com/xz31werch
1961567959,disgust,@jamie_oliver  I was off by one year. I really wanted some of Jamies cooking books in ENGLISH!!!! not German.
1961568056,neutral,I kinda like not having a car but there have been situations lately where I have been prevented from participating due to my carlessness.
1961568092,disgust,"@hyper_baffoon ooh if youre on the computer making your playlist come online pls, im bored now that ive blocked everyone again"
1961568160,disgust,Twenty minutes on a fucking call you would think that the person would mention there is already a trouble ticket investigating the issue
1961568315,happy,Back with a great time spent with my cousins...technically uncles and aunts!also had an icecream...it dint taste that good
1961568715,fear,Momz rubz it in tht im NOT goin to the musiq soulchild contest. How RUDE!
1961569268,neutral,off to work for the day
1961569771,sad,"@Christy_Edmonds Oh, I'm sorry   You'll have lots of fun though, should be a great time!"
1961569799,disgust,@aranarose Murphy's Law?  Sorry that your computer is not cooperating when you have lots of work. My kids are .. http://tinyurl.com/km235x
1961569804,sad,"I kno I'm behind the times on this one, but I just learned that Troy &quot;t-bag&quot; Dixon died back on dec. 8th 2008. RIP Troy."
1961569910,fear,so much to do by 1 pm. i don't think i'm going to get it all done
1961570156,fear,So its my bday weekend and shit is already headed south...might have to drive to atl tonight
1961570232,fear,With E3 coming up the worst possible thing happened. No not swine flu! not AIDS! RROD!!!!!!!!!!!!!!
1961570469,happy,"@tommcfly Toooooom! Do a tour in the Philippines, pleeease?  I'm risking my health to get your reply. Haha!"
1961570593,surprise,There is a sad in the air at school  but I got two awards!!
1961570881,fear,"God, I HATE scary movies. They are not at all. I'm such a wimpy."
1961570919,surprise,@twilightgossip sad about young love coming to an end  They were sooo cute together!
1961571001,neutral,"Today isn't going the way I planned.  Early lunchbreak &amp; I may not be back til Mon. Weekend gonna be fun with friends, tho."
1961571269,fear,"starting PN lean coaching next week. can't wait, I'm about 5% compliant right now   #PNLC"
1961571388,neutral,@LeXxLuV nothing bout 2 go 2 work
1961571626,neutral,"@usagijen I didn't like the new Terminator movie, man"
1961571732,fear,Worried for my cousin and her son
1961571872,disgust,"@frostedbetty Oh, I'm so sorry. I feel your pain. I can't kill them either, and I'm always the one that finds them. Why is that?"
1961571960,fear,"I wish I could buy blink 182 presale tickets, but I totally don't have the money right now. Guess I have to wait for general admission..."
1961572038,neutral,Im craving some cinnamon toast crunch. Why is it so cold today!!
1961572254,fear,@TNAaddicted Damn
1961572423,happy,FRIDAY!! I gotta work tommorow tho
1961572475,fear,@bbraden08 aww me sry  that was me yesterday ....
1961572680,happy,I need to buy a cheap verizon phone
1961572690,disgust,ahh I hate being sick  Watching atonement! and sleeping
1961572924,disgust,@beachnerbum I hate June gloom. I was getting so excited for the beach.
1961572969,neutral,Excited for today! But still so much to do
1961573267,disgust,1 week before the palm pre comes out and my centro dies. I have a temp phone but my contacts aren't transfered yet. #sadpanda #fb
1961573302,sad,"@sarahbellafina sleep? I need to go to my mums but by the time I get there, Clara will be in bed"
1961573469,fear,"Omg my head still hurts, i need to get my comics today so i got to hurry  lol"
1961573504,surprise,gah! didn't realize my meeting was from 9-12
1961573536,sad,Just burned my tongue!!
1961573717,sad,is sad cuz my mommy leaves to indy today
1961573756,sad,I'm off to a fun filled evening at a funeral home ...  Joy.
1961573802,fear,Staging consult ltr 2day in beautiful town of Dundas. X Files filmed episode there once. Think I'll run in2 David Duchovny? Probably not
1961573820,sad,"Ugh the delivery was postponed, shes not having the baby til 5 and i'll be at work"
1961573888,sad,At work my head hurts a little due to my neck! I hate when I sleep wrong!
1961573986,fear,@HLJx lol thanks!there scary to wear though
1961574072,neutral,Done With Exams...Now Focusing on Summer School...DAYUUMM Life's Hard
1961574420,sad,@mscrismusic wish u was in the D!
1961574471,neutral,Missed the hello kitty  not enough time oh well
1961574579,neutral,"@spryken ah, I'm so sorry it  I played a game of PSP with my friend tonight, and returned a while ago."
